Url,Name,Address,Phone,Latitude,Longitude,Category,Price,RatingAverage,TotalReviews
https://www.yelp.it/biz/la-badessa-torino-2,'La Badessa','Piazza Carlo Emanuele II 17 10123 Torino','011 835940',?,?,'Cucina italiana',3,4.0,12
https://www.yelp.it/biz/panperfocaccia-torino-2,Panperfocaccia,'Via Conte Verde 7A 10122 Torino','011 4396610',?,?,'Cucina italiana',2,4.5,6
https://www.yelp.it/biz/museo-nazionale-dellautomobile-torino,'Museo Nazionale dell’Automobile','Corso Unità d Italia 40 10126 Torino','011 677666',?,?,Musei,null,4.0,11
https://www.yelp.it/biz/guido-gobino-torino-3,'Guido Gobino','Via Lagrange Giuseppe Luigi 1 10123 Torino','011 5660707',?,?,'Panifici; Cioccolatai',3,4.0,9
https://www.yelp.it/biz/seven-up-torino,'Seven Up','Via Andrea Doria 4 10123 Torino','011 543582',?,?,'Cucina italiana; Pizzerie',2,4.0,9
https://www.yelp.it/biz/mare-nostrum-torino,'Mare Nostrum','Via Matteo Pescatore 16 10124 Torino','011 8394543',?,?,'Cucina italiana',3,5.0,4
https://www.yelp.it/biz/imbarco-perosino-torino,'Imbarco Perosino','Via Virgilio 53 10126 Torino','011 657362',?,?,'Cucina italiana',2,5.0,5
https://www.yelp.it/biz/pastificio-defilippis-torino,'Pastificio Defilippis','Via Giuseppe Luigi Lagrange 39 10123 Torino','011 542137',?,?,'Cucina italiana; Gastropub',2,4.5,6
https://www.yelp.it/biz/fratelli-roselli-torino,'Fratelli Roselli','Corso Lione 58 10141 Torino','011 3828727',?,?,Pizzerie,2,4.5,5
https://www.yelp.it/biz/sfashion-cafe-torino,'Sfashion Cafe’','Via Cesare Battisti 13 10123 Torino','011 5160085',?,?,Pizzerie,3,3.5,13
https://www.yelp.it/biz/eno-libero-emporio-enogastronomico-torino,'Eno’ Libero Emporio Enogastronomico','Via B Galliari 12 10125 Torino','011 6596031',?,?,Bar,3,5.0,4
https://www.yelp.it/biz/tre-galline-torino-2,'Tre Galline','Via Bellezia 37 10122 Torino','011 4366553',?,?,'Cucina italiana',3,4.0,10
https://www.yelp.it/biz/l-birichin-torino-2,'‘L Birichin','Via Monti 16 10126 Torino','011 657457',?,?,'Cucina italiana',4,4.5,5
https://www.yelp.it/biz/la-romana-torino-2,'La Romana','Corso Inghilterra 31A 10139 Torino','011 19915796',?,?,Gelaterie,1,5.0,4
https://www.yelp.it/biz/pai-bikery-torino,'PAI Bikery','Via Cagliari 18D 10153 Torino','011 0360106',?,?,'Caffetteria; Hamburger; Pasticcerie',2,5.0,4
https://www.yelp.it/biz/bistrot-turin-torino,'Bistrot Turin','Via Po 21 10124 Torino','011 6989032',?,?,'Wine bar; Bistrot; Cucina piemontese',3,4.5,5
https://www.yelp.it/biz/kombu-torino,Kombu,'corso de gasperi 57c 10129 Torino','011 2072590',?,?,'Cucina giapponese',1,4.5,5
https://www.yelp.it/biz/a-casa-di-pulcinella-torino,'A Casa di Pulcinella','Corso Carlo e Nello Rosselli 82 10129 Torino','011 595457',?,?,Pizzerie,2,4.5,4
https://www.yelp.it/biz/grom-torino,Grom,'Piazza Pietro Paleocapa 1D 10121 Torino','011 5119067',?,?,Gelaterie,3,3.5,14
https://www.yelp.it/biz/torteria-olsen-torino,'Torteria Olsen','Via Sant Agostino 4B 10122 Torino','011 4361573',?,?,'Dolci; Pasticcerie; Sale da tè',2,5.0,4
https://www.yelp.it/biz/imbarchino-torino,Imbarchino,'Viale Umberto Cagni 10126 Torino',null,?,?,Bar,2,4.0,7
https://www.yelp.it/biz/bicyclette-torino,Bicyclette,'Sant Agostino 4 10122 Torino','011 4369705',?,?,'Cocktail bar',2,5.0,3
https://www.yelp.it/biz/tre-galli-torino-2,'TRE Galli','Via Sant   Agostino 25 10134 Torino','011 5216027',?,?,Bar,3,4.0,6
https://www.yelp.it/biz/coox-torino,Coox,'Piazza Vittorio Veneto 8 10123 Torino','011 2630692',?,?,'Cucina vegana',2,4.5,5
https://www.yelp.it/biz/osteria-antiche-sere-torino,'Osteria Antiche Sere','Via Cenischia 9 10139 Torino','011 3854347',?,?,'Cucina italiana',2,4.0,7
https://www.yelp.it/biz/vanilla-torino,Vanilla,'Via Palazzo di Citta  7B 10122 Torino','011 4362745',?,?,Gelaterie,1,5.0,3
https://www.yelp.it/biz/focacceria-riviera-ligure-torino,'Focacceria Riviera Ligure','Piazza Castello 153 10122 Torino',null,?,?,'Pizzerie; Fast food',2,3.5,15
https://www.yelp.it/biz/m-bun-torino-3,'M Bun','Via Rattazzi 4 10123 Torino','011 19704606',?,?,'Cucina italiana',2,4.0,7
https://www.yelp.it/biz/open-baladin-torino,'Open Baladin','Piazzale Valdo Fusi 10123 Torino','011 835863',?,?,'Cucina italiana',1,4.0,5
https://www.yelp.it/biz/la-conca-torino,'La Conca','Via Assietta 4 10128 Torino','011 5171091',?,?,'Cucina italiana',3,4.0,5
https://www.yelp.it/biz/soup-e-go-torino,Soup&Go,'Via San Dalmazzo 8A 10122 Torino','011 19887604',?,?,'Cucina vegetariana',1,5.0,4
https://www.yelp.it/biz/da-ciro-torino,'da Ciro','Corso Vinzaglio 17 10121 Torino','011 531925',?,?,'Cucina italiana',2,4.0,12
https://www.yelp.it/biz/gelateria-mondello-torino,'Gelateria Mondello','Piazza Emanuele Filiberto 8 10122 Torino','011 4360912',?,?,'Caffè; Gelaterie; Caffè/Tè',2,5.0,3
https://www.yelp.it/biz/kipling-torino,Kipling,'Via Mazzini 10 10123 Torino','011 8126883',?,?,'Cucina italiana',2,3.5,8
https://www.yelp.it/biz/karmacola-torino,Karmacola,'Lungo Dora Siena 12B 10100 Torino','011 4361707',?,?,'Cucina indiana',3,5.0,3
https://www.yelp.it/biz/la-drogheria-torino,'La Drogheria','Piazza Vittorio Veneto 18 10100 Torino','0039 0118122414',?,?,Pub,2,4.0,5
https://www.yelp.it/biz/platti-torino-2,Platti,'Corso Vittorio Emanuele Ii 72 10121 Torino','011 4407490',?,?,'Bar; Caffè; Caffè/Tè',3,4.0,6
https://www.yelp.it/biz/napples-torino,Napples,'Via Sant Anselmo 36 10125 Torino','011 4270093',?,?,'Pizzerie; Friggitorie',2,5.0,3
https://www.yelp.it/biz/augusto-torino,Augusto,'Via San Quintino 11 10121 Torino','011 5623173',?,?,'Cucina italiana; Pizzerie; Piatti a base di pesce',2,4.0,6
https://www.yelp.it/biz/murphys-pub-torino,'murphys pub','Corso Vittorio Emanuele II 28 10123 Torino',null,?,?,Pub,2,5.0,4
https://www.yelp.it/biz/osteria-del-fiat-torino,'Osteria Del Fiat','Via Giulio Biglieri 1 10126 Torino','011 6962651',?,?,'Cucina italiana',2,4.0,9
https://www.yelp.it/biz/ottimo-torino,Ottimo,'Corso Stati Uniti 6 10128 Torino',null,?,?,'Gelaterie; Dolci',1,5.0,3
https://www.yelp.it/biz/cinese-du-cheng-torino-2,'Cinese Du Cheng','Via Venti Settembre 62 10121 Torino','011 537375',?,?,'Cucina cinese',2,4.0,6
https://www.yelp.it/biz/birrificio-torino-torino,'Birrificio Torino','Via Parma 30 10153 Torino','011 2876562',?,?,'Bar; Birreria',2,4.0,8
https://www.yelp.it/biz/petit-baladin-torino,'Petit Baladin','Via Saluzzo 21 10125 Torino','011 6983360',?,?,'Hamburger; Beer garden',2,4.5,3
https://www.yelp.it/biz/la-piramide-torino,'La Piramide','Via Po 43 10124 Torino',null,?,?,'Gelaterie; Fast food',2,4.0,6
https://www.yelp.it/biz/silvano-torino-2,Silvano,'Via Nizza 142 10100 Torino','011 6677262',?,?,Gelaterie,2,4.0,8
https://www.yelp.it/biz/t-bone-station-torino,'T Bone Station','Via Cernaia 3 10121 Torino','011 5628113',?,?,'Steak house',3,4.0,5
https://www.yelp.it/biz/il-siculo-di-savona-monica-torino,'Il Siculo di Savona Monica','Via San Quintino 31H 10121 Torino','011 542529',?,?,'Gelaterie; Pasticcerie',1,4.0,7
https://www.yelp.it/biz/alla-lettera-torino,'Alla Lettera','Via Giuseppe Mazzini 12 10123 Torino','011 882626',?,?,'Cucina italiana; Pizzerie',2,3.5,7
https://www.yelp.it/biz/japs-torino-2,Japs!,'Via Carlo Alberto 27 10123 Torino','011 5069315',?,?,'Cucina giapponese; Sushi bar',2,4.0,6
https://www.yelp.it/biz/la-fila-torino,'La Fila','Via Principe Amedeo 3 10123 Torino','011 530634',?,?,Pizzerie,2,4.5,4
https://www.yelp.it/biz/pizzeria-gino-torino,'Pizzeria Gino','Via Monginevro 46 10141 Torino','011 3854335',?,?,Pizzerie,2,4.5,4
https://www.yelp.it/biz/pepino-torino,Pepino,'Piazza Carignano 6 10123 Torino','011 542009',?,?,'Caffè; Gelaterie; Pasticcerie',2,3.5,8
https://www.yelp.it/biz/giapponese-sakura-torino,'giapponese Sakura','Via Goito 4 10125 Torino','1119 716704',?,?,'Cucina giapponese',1,4.0,6
https://www.yelp.it/biz/chiesa-della-gran-madre-di-dio-torino-2,'Chiesa della Gran Madre di Dio','Piazza Gran Madre di Dio 4 10131 Torino','011 8193572',?,?,'Monumenti/Luoghi storici e d interesse',null,4.5,4
https://www.yelp.it/biz/piper-pub-torino,'Piper Pub','Via Del Ridotto 22 10147 Torino','011 251728',?,?,' Cucina italiana; Bar',1,4.0,5
https://www.yelp.it/biz/wasabi-torino,Wasabi,'Corso Francesco Ferrucci 72 10138 Torino','011 4473812',?,?,'Cucina giapponese',4,4.5,3
https://www.yelp.it/biz/ristrot-guviol-torino,'Ristrot Guviol','Via San Francesco da Paola 27 10123 Torino','011 8127318',?,?,'Cucina italiana',2,4.5,3
https://www.yelp.it/biz/gufo-bianco-torino,'Gufo Bianco','Corso Dante 129 10126 Torino','011 6692577',?,?,'Cucina piemontese',3,4.0,6
https://www.yelp.it/biz/burgheria-torino,Burgheria,'Via delle Rosine 1 10123 Torino','011 19716420',?,?,'Hamburger; Fast food',2,4.0,5
https://www.yelp.it/biz/torteria-berlicabarbis-torino,'Torteria Berlicabarbis','Corso Moncalieri 214D 10133 Torino','011 2074508',?,?,'Cucina italiana; Bistrot; Panifici',2,4.5,4
https://www.yelp.it/biz/la-taverna-dei-mercanti-turin,'La Taverna dei Mercanti','Via Santa Chiara 13 10122 Turin','011 5212017',?,?,'Cucina italiana; Cucina vegetariana; Cucina mediterranea',3,4.5,5
https://www.yelp.it/biz/walima-torino,Walima,'Via Sant Agostino 13/g Quadrilatero Romano 10122 Torino','011 4310752',?,?,'Cucina marocchina',1,4.5,4
https://www.yelp.it/biz/fratelli-la-cozza-torino-2,'Fratelli la Cozza','Via Regio Parco 39 10152 Torino','011 233337',?,?,Pizzerie,3,3.5,12
https://www.yelp.it/biz/america-graffiti-torino,'America Graffiti','Via Andrea Doria 21H 10123 Torino','011 7633490',?,?,'Hamburger; Panini/Sandwich; Colazioni/Brunch',2,3.5,6
https://www.yelp.it/biz/cornetti-night-torino-2,'Cornetti Night','Via delle Orfane 28 Quadrilatero Romano 10122 Torino','011 7653319',?,?,'Cucina italiana; Bar; Caffè',1,5.0,3
https://www.yelp.it/biz/turet-torino,Turet,'Via Santa Teresa 23 10121 Torino','011 5063050',?,?,'Cucina italiana; Pizzerie; Cucina vegetariana',2,4.5,3
https://www.yelp.it/biz/porto-di-savona-torino,'Porto di Savona','Piazza Vittorio Veneto 2 Torino','011 8173500',?,?,'Cucina italiana',3,3.5,8
https://www.yelp.it/biz/istanbul-pizza-kebab-torino,'Istanbul Pizza Kebab','Corso Giulio Cesare 36 10152 Torino',null,?,?,'Pizzerie; Kebab; Cucina turca',1,4.5,3
https://www.yelp.it/biz/duomo-di-torino-torino,'Duomo di Torino','Piazza San Giovanni 10122 Torino',null,?,?,'Musei',null,4.0,5
https://www.yelp.it/biz/la-casa-del-demone-torino,'La Casa del Demone','Via San domenico 3B 10122 Torino','011 4367864',?,?,'Cucina italiana; Barbecue',2,4.5,4
https://www.yelp.it/biz/manhattan-pub-torino,'manhattan pub','via Giachino 46 10149 Torino',null,?,?,Pub,1,4.5,4
https://www.yelp.it/biz/cera-una-volta-torino,'C’era una volta','Corso Vittorio Emanuele II 41 10125 Torino','011 655498',?,?,'Cucina italiana',3,4.5,4
https://www.yelp.it/biz/il-gelato-amico-torino,'Il Gelato Amico','Via San Massimo 34 10123 Torino','011 2072265',?,?,Gelaterie,2,5.0,2
'https://www.yelp.it/biz/la-societ\%C3\%A0-dei-carbonari-torino','La Società dei Carbonari','Via Silvio Pellico 9 10125 Torino','011 19503652',?,?,'Cucina italiana',2,4.5,3
https://www.yelp.it/biz/rivareno-torino,Rivareno,'Via Lagrange 29 10123 Torino',null,?,?,'Yogurterie; Gelaterie',3,5.0,2
https://www.yelp.it/biz/via-roma-torino,'Via Roma','Via Roma 100 10123 Torino',null,?,?,'Monumenti/Luoghi storici e d interesse; Piazze pubbliche',null,4.0,4
https://www.yelp.it/biz/monferrato-torino,Monferrato,'Via Monferrato 6 10100 Torino','011 8190674',?,?,'Cucina italiana',3,4.5,4
https://www.yelp.it/biz/piu-di-un-gelato-torino,'Piu di un Gelato','Galleria Subalpina 30 Lato Piazza Carlo Alberto 10123 Torino',null,?,?,Yogurterie,2,5.0,2
https://www.yelp.it/biz/ristorante-consorzio-torino,'Ristorante Consorzio','Via Monte di Pietà 23 10122 Torino','011 2767661',?,?,'Cucina italiana',3,4.5,3
https://www.yelp.it/biz/simbad-kebab-torino,'Simbad Kebab','Via San Domenico 1 10122 Torino','1119 507809',?,?,'Fast food',1,4.5,3
https://www.yelp.it/biz/gelateria-miretti-torino-7,'Gelateria Miretti','Corso Matteotti 5 10121 Torino','011 533687',?,?,'Caffè; Gelaterie',3,4.5,3
https://www.yelp.it/biz/mamma-mia-torino-2,'Mamma Mia','Corso San Maurizio 32 Via Roero di Cortanze 4 10124 Torino','011 888309',?,?,'Cucina italiana; Pizzerie',2,4.0,5
https://www.yelp.it/biz/ceccarelli-torino,Ceccarelli,'Via Santorre di Santarosa 7 10131 Torino','011 8193736',?,?,'Cucina piemontese',1,5.0,2
https://www.yelp.it/biz/cafe-tabac-torino,'Cafe Tabac','Murazzi del Po 3 10123 Torino','324 9855670',?,?,'Caffè; Cucina piemontese',1,5.0,2
https://www.yelp.it/biz/quadrilatero-romano-torino,'Quadrilatero Romano','Via Garibaldi 25 10122 Torino',null,?,?,'Monumenti/Luoghi storici e d interesse; Piazze pubbliche',null,5.0,2
https://www.yelp.it/biz/la-cena-coi-fiocchi-torino,'La Cena Coi Fiocchi','Via Spano 16 10134 Torino','011 3187993',?,?,'Cucina italiana',3,4.5,3
https://www.yelp.it/biz/taverna-i-miserabili-torino,'Taverna I Miserabili','Via Santa Giulia 3 10124 Torino','011 8390028',?,?,'Cucina italiana',2,4.5,3
https://www.yelp.it/biz/blah-blah-torino,'Blah Blah','Via Po 21 10124 Torino','349 3172164',?,?,'Cucina italiana; Bar',1,5.0,2
https://www.yelp.it/biz/les-arcades-tamango-torino,'Les Arcades Tamango','Via Fratelli Calandra 10 10123 Torino',null,?,?,'Cocktail bar',3,4.5,3
https://www.yelp.it/biz/il-giglio-torino,'Il Giglio','Via San Domenico 4 10144 Torino','011 4365021',?,?,'Cucina italiana',3,5.0,2
https://www.yelp.it/biz/delfino-blu-torino,'Delfino Blu','Corso Orbassano 277 10137 Torino','011 3115080',?,?,'Piatti a base di pesce',4,4.5,5
https://www.yelp.it/biz/murphys-torino,Murphys,'Corso Vittorio Emanuele II 28 10123 Torino','011 887255',?,?,Pub,2,4.0,4
https://www.yelp.it/biz/re-sole-torino-2,'Re Sole','Corso Moncalieri 349A 10131 Torino','011 6610158',?,?,'Bar; Pizzerie; Discoteche',3,4.0,6
https://www.yelp.it/biz/soul-kitchen-torino,'Soul Kitchen','Via Santa Giulia 2 10124 Torino','011 884700',?,?,'Cucina vegetariana; Cucina vegana',3,5.0,2
https://www.yelp.it/biz/trattoria-mombercelli-di-antico-elena-torino,'Trattoria Mombercelli di Antico Elena','Via San Paolo 10148 Torino','011 3855242',?,?,'Cucina italiana',2,5.0,2
https://www.yelp.it/biz/orso-torino,Orso,'Via Berthollet 30 g 10125 Torino',null,?,?,Bar,2,4.0,4
https://www.yelp.it/biz/shore-torino,Shore,'Piazza Emanuele Filiberto 10 10122 Torino','011 4363495',?,?,'Cocktail bar',1,4.5,3
https://www.yelp.it/biz/cioccolato-peyrano-torino,'Cioccolato Peyrano','Cso Vittorio Emanuele 76 10121 Torino',null,?,?,'Panifici; Cioccolatai',2,4.5,3
https://www.yelp.it/biz/granbar-torino,Granbar,'Piazza Gran Madre Di Dio 2 10131 Torino','011 8130871',?,?,Bar,4,4.5,3
https://www.yelp.it/biz/gelateria-grom-torino-2,'Gelateria Grom','Via Garibaldi 11 10122 Torino','011 5618318',?,?,Gelaterie,2,4.5,3
https://www.yelp.it/biz/diecicento-torino-2,Diecicento,'Via Antonio Giuseppe Bertola 24 10122 Torino','320 6234669',?,?,'Cucina italiana; Pizzerie',null,5.0,2
https://www.yelp.it/biz/bruschetteria-pautasso-di-stecco-susanna-torino,'Bruschetteria Pautasso di Stecco Susanna','Piazza Emanuele Filiberto 4 10122 Torino','011 4366706',?,?,'Cucina italiana',3,5.0,2
https://www.yelp.it/biz/huntsman-pub-torino,'Huntsman Pub','Corso Vittorio Emanuele 43 10125 Torino','011 6696605',?,?,'Cucina italiana; Pub',2,4.0,3
'https://www.yelp.it/biz/soci\%C3\%A9te-lut\%C3\%A9ce-torino-2','Sociéte Lutéce','Piazza Carlo Emanuele II 21 10123 Torino','011 887644',?,?,'Cucina francese',2,4.5,3
https://www.yelp.it/biz/mezzaluna-osteria-torino,'Mezzaluna Osteria','Via Bertola 57 10122 Torino','011 5185255',?,?,Bistrot,2,4.0,3
https://www.yelp.it/biz/il-brigantino-torino,'Il Brigantino','Via Alpignano 16C 10143 Torino','339 2709637',?,?,'Piatti a base di pesce; Cucina vegetariana; Cucina vegana',3,4.5,3
https://www.yelp.it/biz/rossopomodoro-torino,Rossopomodoro,'Via Nizza 262 10126 Torino',null,?,?,'Cucina italiana',2,4.5,3
https://www.yelp.it/biz/monegato-torino,Monegato,'Piazza Madama Cristina 5 10125 Torino','011 6599986',?,?,'Fast food',1,4.0,3
https://www.yelp.it/biz/cinque-lire-torino,'Cinque Lire','Via Milano 16 10122 Torino','1119 700204',?,?,'Cucina italiana',2,4.5,3
https://www.yelp.it/biz/cantine-risso-torino,'Cantine Risso','Corso Casale 79 10132 Torino','011 8195531',?,?,'Cucina italiana',2,4.5,3
https://www.yelp.it/biz/a-picciridda-torino,'A Picciridda','Piazza P. Repubblica 1 10122 Torino','0339 7735376',?,?,Pizzerie,2,3.5,7
https://www.yelp.it/biz/horas-kebab-torino,'Horas Kebab','via Berthollet 24 10125 Torino',null,?,?,'Fast food; Kebab',1,4.5,3
https://www.yelp.it/biz/km5-torino,Km5,'Via San Domenico 14/e Quadrilatero Romano 10122 Torino','380 3444956',?,?,Bar,2,3.5,7
https://www.yelp.it/biz/exki-pietro-micca-torino,'EXKi Pietro Micca','Via Pietro Micca 2 10121 Torino','011 19700819',?,?,'Cucina vegetariana; Insalate; Senza glutine ',2,3.0,7
https://www.yelp.it/biz/la-monachella-torino,'La Monachella','Via Santa Croce 2 10123 Torino','011 8138127',?,?,'Cucina italiana',2,3.5,6
'https://www.yelp.it/biz/l-osto-d\%C3\%ABl-borgh-vej-torino','L’osto dël borgh vej','Via Torquato Tasso 7 10122 Torino','011 4364843',?,?,'Cucina italiana; Bistrot; Brasserie',2,4.0,4
https://www.yelp.it/biz/one-apple-torino,'One Apple','Via Lovera di Maria 1 10122 Torino','011 19719445',?,?,'Cocktail bar; Lounge bar',3,3.5,4
https://www.yelp.it/biz/girarrosto-santa-rita-torino,'Girarrosto Santa Rita','Corso Orbassano 272 10137 Torino','011 3112540',?,?,'Cucina italiana',null,4.5,4
